微博id,发布者,微博正文,原始图片url,被转发微博原始图片url,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Jp2ZzbkJC,顾初辞-啾酱,顾初辞-啾酱:#尚九熙[超话]#💗#别人模仿不了的是尚九熙#[心]无妨爱我淡薄，但求爱我长久不要爱的太疯狂，但要爱的很长久爱是双向选择双向奔赴，你给我们欢笑真心与尊重，我们回复给你喜爱感动与信任！#尚九熙德云断头台##尚九熙#  原图 ,无,无,True,无,2020-10-13 22:39,尚九熙超话,17,0,3
Jp2Y3uXja,沙僧的,沙僧的:2020.10.12尚九熙直播连线郭麒麟没想到大林与九熙之间还有小秘密，郭麒麟最近感冒，正在搬家收拾屋子，九熙这还接了个收拾屋子的活 沙僧的的微博视频  ,无,无,True,无,2020-10-13 22:35,德云社超话,727,22,25
Jp2U5noma,兰因佳宸不遇絮果,兰因佳宸不遇絮果:今天九华也开箱了我会一直记得九熙和九华的相声给我在一段时光里缓解的压力和带来的快乐我希望从此以后你们正常的举动不再被放大曲解，愿以后你们被关注的只有作品无关其他。生活不再被困扰🙏希望你们在我暂时无法到达的远方安然无恙计划赶不上变化，我已经错过了在你们搭档期间听一场你们的相声，希望不要再次错过你们合作的相声我的喜欢坚定而安静，悄无声息，不忍打扰。但是我，一直在。 原图 ,无,无,True,无,2020-10-13 22:25,iPhone客户端,0,0,0
Jp2SytWUm,夏夏夏夏夏日已老,"转发理由:这个尚九熙绝了啊//@cici88:#别人模仿不了的是尚九熙#❤独一无二的尚九熙我已经说腻了 查看图片  
原始用户: 德云尚九熙宇宙后援团
转发内容: #尚九熙[超话]# [打call] #尚九熙德云断头台# 独一无二的尚九熙独一无二的头友 #别人模仿不了的是尚九熙# 主题活动来袭爱意比不过的是尚九熙的头友小曲小调小知识，涉猎广泛印象深多才多艺样样通，结构节奏妥妥当台上的尚老师以风格独特使他的作品印象深刻独一无二，作为他的头友，后院相信不说十八般武艺样样精通，也是心灵手巧脑洞大开，小词儿小画来亮相，秀出你心中断头台。📣此次活动，请大家根据尚九熙老师的相声动动脑筋，画出你最喜欢的高能场面或者写出你的段子文案改编，将作品带词条 #别人模仿不了的是尚九熙#发到此条【微博的评论区】，来参与互动吧！⏰活动时间:2020.10.13 19点-2020.10.16 19点🎁我们将选出【画画作品】点赞第一名、第二名和【段子文案】点赞第一名的头友送上我们的小礼物，请各位头友奉上你独一无二的才华，来描绘你心里独一无二的尚九熙吧！铁汁们，咱们评论区见！后院率先给大家展示个举二反六！“朝夕并往，逐浪远方，丹青执笔伴你依旧；独一无二，皎皎白驹，总有目光为你停留。”专注自家，专注自家喜欢的人和事儿，skr～ [组图共3张] 原图 ",无,无,False,无,2020-10-13 22:21,🐧cc的Android,0,0,0
Jp2RZmp7g,慕晨华,慕晨华:时隔269天「穿上大褂的您 依旧意气风发」        何九华 开箱大吉图一：蓝菇娘狠懒图二：九三时倾-ZIKQ图三：今天是蓝色大褂的先生图四：熙熙华华-图五：景大花图六：谦谦的白月光鸭  [组图共6张] 原图 ,无,无,True,无,2020-10-13 22:20,iPhone客户端,1,0,0
Jp2OKtCnQ,王某某07201,王某某07201:#尚九熙[超话]##尚九熙德云断头台##别人模仿不了的是尚九熙# 别人家的小哥哥我不知人帅可爱小眼睛断头台模样俊俏小企鹅艺术家仿如人间精品的小可爱不错眼光高时尚小达人了解后让人沦陷小气质的确是技艺高超小画家是个爱家乡的小推广者尚德稳重质朴淳小朋友九字是拜谢恩师赐艺名熙熙一路陪伴你小幸福 http://t.cn/RyhCqoo 显示地图 ,无,无,True,http://t.cn/RyhCqoo,2020-10-13 22:12,尚九熙超话,26,0,3
Jp2NurXLW,大写的一个柒,大写的一个柒:#尚九熙[超话]# [心]#别人模仿不了的是尚九熙# 独一无二尚九熙 妈妈的好大儿(看看是灯圆还是圆寸圆)  原图 ,无,无,True,无,2020-10-13 22:09,尚九熙超话,9,0,1
Jp2JEveN0,百笑汇,百笑汇:#德云社#以前九华生气，九熙一声哥就哄好，以后九华生气，再也没有九熙哄了 百笑汇的微博视频  ,无,无,True,无,2020-10-13 22:00,微博网页,12,0,1
Jp2IB11TF,鱼尾duadua,鱼尾duadua:#明星签名照[超话]#何九华 尚九熙 签名照🈶，出#何九华##何九华不负韶华##尚九熙##尚九熙德云斗笑社#  原图 ,无,无,True,无,2020-10-13 21:57,明星签名照超话,0,0,0
Jp2G1mt9c,笼屉啊笼屉,笼屉啊笼屉:#尚九熙[超话]# | #尚九熙德云斗笑社##别人模仿不了的是尚九熙# 军训实在太累了…抽空看团综我终于补掉了一定要每期团综都打卡截图[加油]   赶在下一期团综播出前发上一期团综的截图  [组图共9张] 原图 ,无,无,True,无,2020-10-13 21:51,尚九熙超话,4,0,0
Jp2CuoUPE,Sheryl-西良,Sheryl-西良:#尚九熙[超话]##别人模仿不了的是尚九熙# 九熙     九熙意气风发  大步迈向前 你永远是别人模仿不了的尚九熙  原图 ,无,无,True,无,2020-10-13 21:42,尚九熙超话,7,0,0
Jp2wfzJlI,咦你看得见我,"转发理由:哈哈哈哈哈哈哈哈哈哈哈哈哈哈快要笑死//@紫旋Morado_:@ 尚 九熙 ，请带走你的心动女嘉宾#尚九熙[超话]##德云斗笑社#  
原始用户: gameru-leeleeli
转发内容: #尚九熙[超话]# 🙉🙈🙊#尚九熙德云斗笑社# 感谢上一条图画下面每一个带梗的朋友。祝你们都是有两小鬏鬏的女孩子！禁二改二传转载请注明出处谢谢～  [组图共4张] 原图 ",无,无,False,无,2020-10-13 21:27,iPhone客户端,0,0,0
Jp2rA5sfE,寄給799的信-,寄給799的信-:庚子年开箱大吉！接下来，请您欣赏相声，表演者尚九熙何九华这是属于他们两个人的仪式感，七年前，九熙黑色大褂寸头，九华黑色大褂妹妹头。七年后，亦是如此熙华向暖🐧🦊  原图 ,无,无,True,无,2020-10-13 21:15,尚九熙何九华超话,77,1,4
Jp2qiB5NL,稻壳特Sun,稻壳特Sun:#尚九熙[超话]##别人模仿不了的是尚九熙# 奶熙A熙可爱熙，独一无二尚九熙。遇你见你笑嘻嘻，九熙头友心相惜。  原图 ,无,无,True,无,2020-10-13 21:12,尚九熙超话,23,0,5
Jp2pNgOB3,你有我瞎起的名字好听吗,你有我瞎起的名字好听吗:#尚九熙[超话]# 九熙你真的会抱娃嘛  原图 ,无,无,True,无,2020-10-13 21:11,尚九熙超话,124,2,45
Jp2oRCjrb,九制枉凝眉,九制枉凝眉:#尚九熙[超话]# #尚九熙德云断头台# 让我看看谁不对劲谁的小眼睛又开始乱看#别人模仿不了的是尚九熙#  原图 ,无,无,True,无,2020-10-13 21:08,尚九熙超话,216,13,67
Jp2n8D4Op,-Loyar,-Loyar:#尚九熙[超话]#[喵喵]#别人模仿不了的是尚九熙# 九熙稳的！九熙特别稳！（发出于大爷的声音）  原图 ,无,无,True,无,2020-10-13 21:04,尚九熙超话,4,1,0
Jp2maljRZ,杨七簡,杨七簡:#尚九熙何九华[超话]#10月4日九熙开箱穿了和七年前一样的黑色大褂剪了一样的头型，10月13日九华开箱也穿了黑色大褂换上妹妹头，是彻底告别过去还是要重新开始？我希望是后者，你们重新认识一下吧，从你叫什么名字开始你好何九华你好尚九熙 保定  显示地图 [组图共2张] 原图 ,无,无,True,#尚九熙何九华[超话]#,2020-10-13 21:02,尚九熙何九华超话,20,0,2
Jp2kZCCje,7cicici,7cicici:#尚九熙[超话]##别人模仿不了的是尚九熙#嘿嘿，我是德云尚九熙，内蒙企鹅把我来记。爱画画的我是北服毕业的，爱恐龙是我依然喜欢的，爱相声是我现在坚持的，爱逛街我和朋友一起的，爱购物我是有眼光的，爱你们我是真心的[米奇比心]。  ,无,无,True,无,2020-10-13 20:59,尚九熙超话,8,0,1
Jp2kl9TKl,冷小猴儿,"转发理由:带走//@德云尚九熙宇宙后援团:#尚九熙[超话]# #尚九熙德云斗笑社# #尚九熙德云断头台#   
原始用户: 星饭娱乐
转发内容: 【@尚九熙 直播31分钟完整cut 1080P】#尚九熙直播#官方发布的时长是29:52，我这里是31:19，快来看吧尚九熙：“我在家了，昨天晚上杀青了，我们还举行了庆功宴......不能看我的衣柜，衣柜里藏人呢......尚九熙连线郭麒麟，少班主正在搬家，收拾东西呢......尚九熙连线刘筱亭，刚说高铁上还能连线呢，结果信号掉了......出画册可能还需要等一等......正常的麻辣拌都是酸甜口的，带麻酱的麻辣拌根本就不是我小时候吃过的，我老家还有一个东西叫麻辣盆......” http://t.cn/A6bSGb5j ",无,无,False,无,2020-10-13 20:57,尚九熙V+,1,0,0
Jp2isdnQ9,人人都爱斯塔克,人人都爱斯塔克:#尚九熙[超话]##别人模仿不了的是尚九熙# 独一无二的尚九熙，不可替代的尚九熙，举一反三的尚九熙，马上上新的尚九熙[doge]我已经准备好抢衣服了  ,无,无,True,无,2020-10-13 20:53,尚九熙超话,5,0,1
Jp2c3zKWE,KangMinHee_姜敏熙小括弧数据站,KangMinHee_姜敏熙小括弧数据站:#姜敏熙[超话]##姜珉熙[超话]##姜敏熙未来可期#[打call]#姜珉熙未来可期# 敏熙在官咖推荐的“番茄汤”现登上韩趋第九👏  原图 ,无,无,True,无,2020-10-13 20:37,姜敏熙超话,15,1,0
Jp29444v2,嘉平廿四_WHY,"转发理由:#别人模仿不了的是尚九熙#隔离期间在家画的，九熙的豆豆眼我最喜欢了 评论配图  
原始用户: 德云尚九熙宇宙后援团
转发内容: #尚九熙[超话]# [打call] #尚九熙德云断头台# 独一无二的尚九熙独一无二的头友 #别人模仿不了的是尚九熙# 主题活动来袭爱意比不过的是尚九熙的头友小曲小调小知识，涉猎广泛印象深多才多艺样样通，结构节奏妥妥当台上的尚老师以风格独特使他的作品印象深刻独一无二，作为他的头友，后院相信不说十八般武艺样样精通，也是心灵手巧脑洞大开，小词儿小画来亮相，秀出你心中断头台。📣此次活动，请大家根据尚九熙老师的相声动动脑筋，画出你最喜欢的高能场面或者写出你的段子文案改编，将作品带词条 #别人模仿不了的是尚九熙#发到此条【微博的评论区】，来参与互动吧！⏰活动时间:2020.10.13 19点-2020.10.16 19点🎁我们将选出【画画作品】点赞第一名、第二名和【段子文案】点赞第一名的头友送上我们的小礼物，请各位头友奉上你独一无二的才华，来描绘你心里独一无二的尚九熙吧！铁汁们，咱们评论区见！后院率先给大家展示个举二反六！“朝夕并往，逐浪远方，丹青执笔伴你依旧；独一无二，皎皎白驹，总有目光为你停留。”专注自家，专注自家喜欢的人和事儿，skr～ [组图共3张] 原图 ",无,无,False,无,2020-10-13 20:29,iPhone 7 Plus,1,0,0
Jp28olTmq,易非鹰,易非鹰:小学开始学的相声 学的快板绕口令 并对此深恶痛绝17年喜欢上的德云社是被同班同学安利的但是当时作为一个脸盲鹰宇直只喜欢听郭德纲于谦相声音频也会听云鹤九霄的相声音频 但是人就认不全18年开始喜欢听小一辈的相声 喜欢看录屏因为尚九熙喜欢上了边听边看相声同年喜欢上了张九南 高九成 开始在b站搜他们以前的相声但是没找到 同年认识的孟鹤堂周九良 喜欢他们的相声风格 同时开始磕cp 并认识了其他很多的相声演员19年认识了喜欢张云雷的姑娘 2020年 熙华裂穴最初喜欢的一对儿分开9月进了熙华的同好群 很多姑娘们一起聊着 等着两位角儿10月捡起了荒废已久的快板和基本功 虽然是最基础的但是我依旧可以重头开始至今没去过德云社现场但是身边已经有很多能一起去德云社听相声的兄弟  决定11月一起抢票去长德 希望一切都能更好的继续发展我和德云社的故事或许刚正式开始但我和相声的故事依旧在继续 ,无,无,True,无,2020-10-13 20:28,假面骑士的Android,1,0,0
Jp275p3TH,熙熙小猪仔,熙熙小猪仔:#尚九熙[超话]##别人模仿不了的是尚九熙# 想看九熙吃播，好可爱呀  原图 ,无,无,True,无,2020-10-13 20:25,尚九熙超话,11,0,0
Jp2759FXY,酣春的二七,"转发理由:来看熙熙~//@德云尚九熙宇宙后援团:#尚九熙[超话]# #尚九熙德云斗笑社# #尚九熙德云断头台#   
原始用户: 星饭娱乐
转发内容: 【@尚九熙 直播31分钟完整cut 1080P】#尚九熙直播#官方发布的时长是29:52，我这里是31:19，快来看吧尚九熙：“我在家了，昨天晚上杀青了，我们还举行了庆功宴......不能看我的衣柜，衣柜里藏人呢......尚九熙连线郭麒麟，少班主正在搬家，收拾东西呢......尚九熙连线刘筱亭，刚说高铁上还能连线呢，结果信号掉了......出画册可能还需要等一等......正常的麻辣拌都是酸甜口的，带麻酱的麻辣拌根本就不是我小时候吃过的，我老家还有一个东西叫麻辣盆......” http://t.cn/A6bSGb5j ",无,无,False,无,2020-10-13 20:25,vivo Y70s 5G,0,0,0
Jp25H8bq6,鹅叫Solkatt,鹅叫Solkatt:#尚九熙[超话]#🐧#尚九熙德云斗笑社#                “ 9C炸鸡 味道倍儿好 ”小企鹅专业三十年配送，保证准时到达🐧#别人模仿不了的是尚九熙# 灵感来源p1我的神仙宝贝@酒酿桃叽Oo-  ALL🈲  自存🉑  别快转‼️  [组图共2张] 原图 ,无,无,True,无,2020-10-13 20:21,尚九熙超话,183,0,68
Jp24wprtn,何尚__,何尚__:何九华今天是黑色顺毛尚九熙开箱是黑色圆寸他们都回到了最初开始的样子  ,无,无,True,无,2020-10-13 20:18,尚九熙何九华超话,38,0,3
Jp22Pg2gs,包笼大小笼包,包笼大小笼包:#尚九熙[超话]##别人模仿不了的是尚九熙#因为我们九熙真的超级棒！ 包笼大小笼包的微博视频  ,无,无,True,无,2020-10-13 20:14,想退休的Android,0,0,0
Jp20x8cn7,万能的王姑娘,万能的王姑娘:#尚九熙何九华[超话]# 同黑色，虾仁猪心！！！永远爱尚九熙何九华  ,无,无,True,无,2020-10-13 20:08,尚九熙何九华超话,3,0,0
Jp1Zl0mbU,我看不见你哼,我看不见你哼:#尚九熙[超话]# 神仙姐妹们都太优秀了！！！！！ #别人模仿不了的是尚九熙#  不管是九熙还是头友们都是别人没法模仿的！！！！没有才艺只能给头友们鼓掌！！帅熙熙镇楼  原图 ,无,无,True,无,2020-10-13 20:05,尚九熙超话,8,0,2
Jp1WWztgz,百笑汇,百笑汇:#德云社#【九熙哭了吗】九熙的眼里泛着泪光，既是为父亲也是为九华，这一段太感人！ 百笑汇的微博视频  ,无,无,True,无,2020-10-13 20:00,微博网页,19,0,1
Jp1Wo3xwL,熙熙熙崽-,熙熙熙崽-:#尚九熙[超话]##别人模仿不了的是尚九熙# 是多才多艺的尚九熙 是别人模仿不了的尚九熙[awsl]#尚九熙德云断头台#  [组图共4张] 原图 ,无,无,True,无,2020-10-13 19:58,尚九熙超话,28,0,6
Jp1UYygzm,小熊软糖的奶茶,小熊软糖的奶茶:这是一个惊喜的开场，惊艳的过程，精彩的结果一个安利向视频！！！前方高能 护好你们的头！！！《跳大神》有生之年可能是看不到了 且看且珍惜吧#尚九熙[超话]##何九华[超话]##尚九熙何九华[超话]##尚九熙德云断头台# 断头台到底是断头台 感谢小午及各位up的素材贡献🙏🙏🙏 http://t.cn/A6bK72YL ,无,无,True,无,2020-10-13 19:55,曲苑杂坛 · 视频社区,4,0,0
Jp1SQs7eI,小春骨,"转发理由:回复@芒果味err的旺仔鸭-:仔仔最棒！！！！！//@芒果味err的旺仔鸭-:#别人模仿不了的是尚九熙# 画画外语我都强，说学逗唱我最棒！德云尚九熙，自始至终，从一而终。 评论配图  
原始用户: 德云尚九熙宇宙后援团
转发内容: #尚九熙[超话]# [打call] #尚九熙德云断头台# 独一无二的尚九熙独一无二的头友 #别人模仿不了的是尚九熙# 主题活动来袭爱意比不过的是尚九熙的头友小曲小调小知识，涉猎广泛印象深多才多艺样样通，结构节奏妥妥当台上的尚老师以风格独特使他的作品印象深刻独一无二，作为他的头友，后院相信不说十八般武艺样样精通，也是心灵手巧脑洞大开，小词儿小画来亮相，秀出你心中断头台。📣此次活动，请大家根据尚九熙老师的相声动动脑筋，画出你最喜欢的高能场面或者写出你的段子文案改编，将作品带词条 #别人模仿不了的是尚九熙#发到此条【微博的评论区】，来参与互动吧！⏰活动时间:2020.10.13 19点-2020.10.16 19点🎁我们将选出【画画作品】点赞第一名、第二名和【段子文案】点赞第一名的头友送上我们的小礼物，请各位头友奉上你独一无二的才华，来描绘你心里独一无二的尚九熙吧！铁汁们，咱们评论区见！后院率先给大家展示个举二反六！“朝夕并往，逐浪远方，丹青执笔伴你依旧；独一无二，皎皎白驹，总有目光为你停留。”专注自家，专注自家喜欢的人和事儿，skr～ [组图共3张] 原图 ",无,无,False,无,2020-10-13 19:49,vivo AI智慧拍照X21,0,0,0
